,perimeter1_cm,width1_cm,heigth1_cm,perimeter2_cm,width2_cm,heigth2_cm,prox_angl_macr,distal_angl_macr,tomat_pericap_area,tomat_pericap_area_ratio,tomat_pericap_thick,tomat_pericap_thick_ratio,photo_id
45,83.00190276794227,22.0186084485212,25.820431386154095,85.73998298101547,23.18520136030445,27.378737951859115,134.66407842460384,138.9925680235533,101.72308923153071,0.1959973615290089,1.2444907146965136,0.2000037132541436,7244.0
46,74.58,14.73,27.44,80.63,15.52,28.92,108.6,101.7,63.5,0.18,0.81,0.2,6746.0
47,75.88698815406732,15.130080554753928,28.405308382023623,80.73982913980126,16.04569832384816,29.277561928749122,107.29143435808928,96.63844833776962,61.24317010086786,0.16884901261376023,0.7962233394510004,0.20000360671764097,6746.0
48,77.87,15.85,28.92,81.6,16.64,30.23,101.9,106.6,79.62,0.19,1.02,0.2,6900.0
49,77.60743694784719,16.421233128749527,28.341564818830264,81.46257438967952,17.176409314935828,29.61200947604885,105.74741983859161,106.12400464329039,69.88580176642775,0.1734876405355651,0.9045019308880928,0.2000052821363846,6900.0
50,66.22,14.81,23.57,69.95,15.57,24.81,118.8,119.3,61.42,0.2,0.92,0.2,7164.0
51,67.5140346285583,15.128090440321309,23.379894503763687,70.71609348251364,16.04023135650107,24.737140331937614,114.7755502735326,111.86204836862711,64.82544192313135,0.20333454162455614,0.9506388605387611,0.20001771005409075,7164.0
52,87.99,20.06,31.75,92.94,21.1,33.44,114.2,99.2,126.21,0.23,1.43,0.2,6765.0
53,88.07059615956015,19.9703905931849,31.328443656356193,92.14337754295194,20.974728814224964,32.690794146249644,115.293144338498,108.68165581730791,103.91845340781897,0.19063614251561825,1.1851813458801057,0.2000137968079209,6765.0
54,84.43,21.96,28.07,88.85,23.42,29.34,121.1,138.5,114.84,0.21,1.35,0.2,7277.0
55,83.85396063594581,21.64615779583175,27.591010771093245,87.87003550434558,22.87488475330333,28.703377081832333,129.18710082661906,132.54277929710332,117.01264486908397,0.21564721089371783,1.390919531660776,0.20000605118739492,7277.0
56,77.39,20.37,25.19,80.9,21.44,26.54,122.1,135.2,87.03,0.19,1.12,0.2,7376.0
57,78.52197200966181,20.15136977040261,25.698095450265715,81.50599071293915,21.19474946115697,26.979257532884038,125.69311191106112,129.29138714706832,82.21319881949034,0.1815975649364384,1.0555273294906062,0.20000693941384848,7376.0
58,65.49,16.66,20.98,68.37,17.56,21.69,130.9,136.6,54.73,0.18,0.83,0.2,6781.0
59,65.65647102733642,17.29251905441005,21.349902587783838,69.81401111105276,18.206335409991873,22.306301302593788,131.50035123937835,133.37559618305252,59.76213081283108,0.18004551658345302,0.88136052055681,0.20000473237631283,6781.0
60,104.45,20.05,39.53,110.53,21.16,41.42,100.4,92.4,113.64,0.16,1.07,0.2,7392.0
61,99.43877820965781,20.708526307502993,36.490009819500486,103.49427041737738,21.725026102504543,37.830931623094486,106.78149591941063,99.3891176266033,109.69551195431671,0.16339624344544004,1.0962689248654658,0.20002675459894947,7392.0
62,86.08,19.15,29.37,89.23,19.87,30.95,108.0,128.3,79.42,0.16,0.92,0.2,6813.0
63,82.91204051051102,19.472977312836637,28.23619503726359,86.72455565126705,20.520336251291845,30.097755534908615,114.88712557587021,127.2267001204453,85.90249685775456,0.17394867003336714,1.0441072286032491,0.19999138093595317,6813.0
64,69.22,19.58,20.77,73.07,20.6,21.74,139.8,147.9,57.05,0.16,0.81,0.2,7451.0
65,68.70506461328088,19.201166553640768,21.497690027397653,72.86735287465783,20.228544225813675,22.618716622939694,139.70377116733573,142.33684498558404,65.26954986201005,0.17718002007707515,0.9341462066290944,0.20000276749971924,7451.0
66,56.49,12.27,20.96,64.51,12.92,22.08,104.5,105.2,40.44,0.18,0.65,0.2,6778.0
67,56.94784147195519,13.03920998005337,20.21164860821102,64.72636221891999,13.741871840790955,21.95441679409163,103.52795894741541,110.03563941894404,32.86886399527039,0.15720622383369054,0.5458027879490714,0.20001028328879766,6778.0
68,75.04,20.72,23.97,79.69,21.8,25.26,134.7,132.6,85.49,0.19,1.12,0.2,6943.0
69,75.77602466298119,20.20480452707462,23.8649904560964,79.03405291225563,21.205906175090394,25.262594057622994,135.57560669330607,134.7428810808958,84.98289054719467,0.19362025968984106,1.1213116169347301,0.20001411786795753,6943.0
