,perimeter1_cm,width1_cm,heigth1_cm,perimeter2_cm,width2_cm,heigth2_cm,prox_angl_macr,distal_angl_macr,tomat_pericap_area,tomat_pericap_area_ratio,tomat_pericap_thick,tomat_pericap_thick_ratio,photo_id
97,70.88741907119751,19.026505718529226,22.29509963601828,74.02633304536343,20.02979353785515,23.42010009944439,135.9561782836914,136.88651670217516,71.87349144816397,0.18689006328582763,1.004038442969322,0.1999678385257721,7239.0
98,64.47,16.19,21.62,67.98,17.0,22.58,130.8,122.40000000000002,59.88999999999999,0.2,0.92,0.20000000000000004,6950.0
99,65.36046018242837,16.366362900435924,21.418775853514674,69.05469980895519,17.2751576089859,22.552541269063948,128.2700466156006,122.2600988328457,61.84870359450578,0.1934869384765625,0.9266689705848693,0.19984255552291869,6950.0
100,62.97,17.99,19.26,65.92,18.9,20.21,149.8,137.6,54.059999999999995,0.18,0.85,0.20000000000000004,7315.0
101,64.28564045310021,17.89920038074255,19.698719284832478,67.49108515381813,18.861586674153806,20.550580096393823,142.49796066284182,137.53600850701332,58.2545450001955,0.18382777929306032,0.8954391884803771,0.19991790890693664,7315.0
102,62.94,15.579999999999998,21.91,66.89,16.27,22.86,121.0,113.9,50.37,0.18,0.78,0.21,6834.0
103,64.12505634248258,15.6605765157938,21.731231222748757,68.65466350317001,16.45520026564598,23.033342620134352,122.33142547607423,114.43234872221947,53.814959895610805,0.18062816619873048,0.8136138561367988,0.19996025085449218,6834.0
104,83.39,16.45,31.59,87.18,17.36,33.35,102.3,80.6,63.64,0.14,0.75,0.20000000000000004,7339.0
105,80.55528839826584,15.992926260232926,29.914888612627983,84.96230552911759,16.88213793605566,31.56213692545891,103.7419734954834,91.55277963280679,81.49463880956172,0.18514737844467163,0.9927850770950316,0.20002650499343871,7339.0
106,69.59,19.11,22.06,73.36,20.1,23.25,147.8,134.3,72.83,0.19,1.04,0.20000000000000004,6982.0
107,71.0323553878069,19.024855458140372,22.34430508553982,73.79331967949868,20.03949836730957,23.107720565199852,145.44634704589845,131.55665814876556,72.20426955521106,0.19011631965637207,1.0140016305446624,0.19992956399917602,6982.0
108,69.95,17.3,23.81,73.84,18.2,24.93,126.9,121.7,72.33,0.19,1.02,0.20000000000000004,6958.0
109,70.75709191918374,17.603740745186805,23.46624403834343,74.22613523960113,18.551152928471566,24.6796799826622,127.404541015625,122.61450001001359,71.55536111891269,0.19097066879272462,0.9963003981113433,0.1999631094932556,6958.0
110,69.19,16.46,22.01,70.54,17.5,23.17,140.1,126.10000000000001,44.66,0.14,0.65,0.20000000000000004,7366.0
111,67.695512496233,16.7573740491271,22.341817326247693,71.85907867372036,17.65461135447025,23.50876914024353,129.98579635620118,110.93020812273026,46.65631981417536,0.14831722736358643,0.6806003022193908,0.19962990045547485,7366.0
112,77.96,15.43,29.450000000000003,83.58,16.3,31.069999999999997,99.0,98.60000000000001,66.08999999999999,0.16,0.82,0.20000000000000004,6797.0
113,77.39021947383881,16.047071113586426,28.172472801208496,82.61962733983994,16.874503281116485,29.979340093731878,104.44419574737549,98.4205079317093,69.75015756040811,0.16829873085021974,0.8668067890405654,0.19991504073143004,6797.0
114,66.64,17.89,21.43,70.12,18.84,22.55,128.3,122.9,58.38999999999999,0.18,0.8700000000000001,0.20000000000000004,6933.0
115,66.6752933317423,17.514671636521815,21.50485502421856,70.62553488254548,18.391808666586876,22.829036363363265,127.88400764465332,124.26238480210304,59.843931868672364,0.175579628944397,0.8710125732421874,0.1998378837108612,6933.0
116,87.24,20.9,28.410000000000004,89.65,22.02,29.67,127.1,134.1,103.88,0.19,1.21,0.20000000000000004,7189.0
117,85.37246161699296,20.755184757113458,28.399010951519013,88.55922340393067,21.860364792943002,29.739017768502233,125.0852020263672,130.90596937537194,100.56133591532706,0.18796815633773806,1.1895930993556976,0.19998843550682066,7189.0
